82.6	1.74785
82.62	1.39276
82.64	0.551668
82.66	0.585001
82.68	1.39439
82.7	0.635021
82.72	0.975316
82.74	0.23833
82.76	1.08358
82.78	0.439839
82.8	0.882808
82.82	-0.0838272
82.84	0.392842
82.86	0.0244572
82.88	0.0662107
82.9	-0.78096
82.92	-0.385558
82.94	-0.746371
82.96	0.218357
82.98	-0.478863
83	0.21269
83.02	-0.576585
83.04	0.032118
83.06	-0.877004
83.08	-0.260137
83.1	-1.06394
83.12	-1.34838
83.14	-1.62564
83.16	-0.577667
83.18	-1.59483
83.2	0.0633495
83.22	-0.421664
83.24	0.299564
83.26	-0.937653
83.28	-0.302968
83.3	-0.741576
83.32	0.166546
83.34	-0.64506
83.36	0.246453
83.38	-0.148838
83.4	0.536717
83.42	-0.580261
83.44	-0.178481
83.46	-0.374865
83.48	0.0954045
83.5	0.142626
83.52	1.30749
83.54	0.293367
83.56	1.44684
83.58	0.529165
83.6	1.99457
83.62	1.26522
83.64	2.21709
83.66	1.43417
83.68	1.72765
83.7	0.706761
83.72	1.4888
83.74	0.869656
83.76	1.55924
83.78	0.646199
83.8	1.66194
83.82	0.982951
83.84	0.390647
83.86	0.0759927
83.88	0.162268
83.9	-0.331648
83.92	0.250391
83.94	0.0143102
83.96	0.304588
83.98	-0.329499
84	-0.0123286
84.02	-0.255818
84.04	0.167754
84.06	0.335289
84.08	0.196664
84.1	-0.266013
84.12	0.0707962
84.14	-0.404737
84.16	0.403251
84.18	-0.0146487
84.2	0.315123
84.22	0.461496
84.24	0.408552
84.26	0.130711
84.28	0.504223
84.3	-0.0436588
84.32	0.485225
84.34	0.493387
84.36	1.04538
84.38	0.224329
84.4	0.614132
84.42	0.0883465
84.44	0.450152
84.46	-0.249063
84.48	0.271572
84.5	0.234208
84.52	0.928176
84.54	0.0143978
84.56	-0.0505764
84.58	-0.223208
84.6	0.184101
84.62	-0.616995
84.64	0.0217086
84.66	-0.693231
84.68	-0.503388
84.7	-1.08114
84.72	-0.527274
84.74	-1.60402
84.76	-0.750434
84.78	-0.545654
84.8	-0.529044
84.82	-1.71143
84.84	-0.559346
84.86	-1.60351
84.88	0.331851
84.9	-1.35227
84.92	-0.368769
84.94	-1.30166
84.96	-0.296997
84.98	-0.973951
85	0.391916
85.02	-0.269375
85.04	-0.235542
85.06	-0.160861
85.08	0.655533
85.1	0.246246
85.12	0.704397
85.14	0.319111
85.16	0.885345
85.18	0.804093
85.2	1.11047
85.22	1.01371
85.24	1.33924
85.26	1.02549
85.28	0.380357
85.3	-0.0786616
85.32	0.324507
85.34	0.308159
85.36	0.919109
85.38	0.533981
85.4	1.22214
85.42	0.669462
85.44	1.40705
85.46	0.755121
85.48	1.27562
85.5	1.00501
85.52	0.0793581
85.54	-0.164244
